Local Time,Label (Target),Attention,Meditation,Alpha,Beta,Theta,Delta,Gamma,Head Pose,Gaze,Emotion
02:07:50 24/5/2026,Tập trung,91,42,79606,212120,56296,85975,41920,Nhìn thẳng,Nhìn thẳng,Bình thường
02:07:51 24/5/2026,Tập trung,76,43,83492,195644,49214,103445,44483,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:07:52 24/5/2026,Tập trung,88,53,93582,222072,45508,70618,24842,Nhìn thẳng,Nhìn thẳng,Bình thường
02:07:53 24/5/2026,Tập trung,85,53,64335,154638,70347,111688,39593,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:07:54 24/5/2026,Tập trung,93,40,90106,187185,53732,124903,37967,Nhìn thẳng,Nhìn thẳng,Bình thường
02:07:55 24/5/2026,Tập trung,84,58,75169,219973,47592,62479,30923,Nhìn thẳng,Nhìn thẳng,Bình thường
02:07:56 24/5/2026,Tập trung,90,50,69175,130770,75478,110676,24893,Nhìn thẳng,Nhìn thẳng,Bình thường
02:07:57 24/5/2026,Tập trung,75,45,82614,221415,78139,53273,28246,Nhìn thẳng,Nhìn thẳng,Bình thường
02:07:58 24/5/2026,Tập trung,93,42,98977,178875,44143,108864,18167,Nhìn thẳng,Nhìn thẳng,Bình thường
02:07:59 24/5/2026,Tập trung,80,47,82043,124369,30507,53786,18780,Nhìn thẳng,Nhìn thẳng,Bình thường
02:08:00 24/5/2026,Tập trung,90,56,112954,215391,41750,93554,38307,Nhìn thẳng,Nhìn thẳng,Bình thường
02:08:01 24/5/2026,Tập trung,80,45,88965,217664,67786,130933,41986,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:08:02 24/5/2026,Tập trung,84,53,107517,213577,60136,148327,21752,Nhìn thẳng,Nhìn thẳng,Bình thường
02:08:03 24/5/2026,Tập trung,90,40,88712,253087,45974,59261,40144,Nhìn thẳng,Nhìn thẳng,Bình thường
02:08:04 24/5/2026,Tập trung,82,55,65109,190290,51832,80187,29291,Nhìn thẳng,Nhìn thẳng,Bình thường
02:08:05 24/5/2026,Tập trung,84,44,80676,144147,31170,135090,26370,Nhìn thẳng,Nhìn thẳng,Buồn bã
02:08:06 24/5/2026,Tập trung,88,41,50849,155238,32268,98393,25099,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:32 24/5/2026,Tập trung,93,49,66323,244418,23477,148198,35464,Quay phải,Liếc phải,Bình thường
02:11:33 24/5/2026,Tập trung,79,56,63153,228883,31239,123267,24634,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:34 24/5/2026,Tập trung,90,45,74824,206630,51172,58566,27230,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:35 24/5/2026,Sao nhãng,92,40,84074,141835,76946,51178,30190,Quay phải,Liếc phải,Bình thường
02:11:36 24/5/2026,Tập trung,98,60,69366,190439,59562,109708,35667,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:37 24/5/2026,Tập trung,90,40,94057,199975,61356,140275,40673,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:38 24/5/2026,Tập trung,90,51,50884,242305,41720,142741,34541,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:39 24/5/2026,Tập trung,96,54,92584,212689,54419,66452,28272,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:40 24/5/2026,Tập trung,96,59,81835,215709,71244,108350,33947,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:41 24/5/2026,Sao nhãng,86,42,61875,179185,25877,121543,27183,Quay trái,Liếc trái,Bình thường
02:11:42 24/5/2026,Tập trung,86,47,114074,192328,69788,126788,30484,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:43 24/5/2026,Tập trung,76,45,93878,246226,40296,85657,34640,Cúi xuống,Liếc lên,Bình thường
02:11:44 24/5/2026,Tập trung,75,59,62547,170836,33952,100304,26488,Quay phải,Liếc trái,Bình thường
02:11:45 24/5/2026,Tập trung,81,50,72544,268138,32859,139583,17156,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:46 24/5/2026,Tập trung,91,57,79555,255423,65394,111773,29266,Cúi xuống,Liếc phải,Bình thường
02:11:47 24/5/2026,Tập trung,80,60,67356,189358,72031,72272,47274,Nhìn thẳng,Nhìn thẳng,Buồn bã
02:11:48 24/5/2026,Tập trung,75,47,106727,198137,21211,77600,34037,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:49 24/5/2026,Tập trung,90,58,72632,197745,71443,56883,31769,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:50 24/5/2026,Tập trung,94,58,89508,221102,32250,89420,24692,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:51 24/5/2026,Tập trung,89,44,78779,181218,25766,111324,31478,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:52 24/5/2026,Tập trung,85,48,115811,130998,54612,61572,25982,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:53 24/5/2026,Tập trung,96,44,64515,173316,42641,115807,43525,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:54 24/5/2026,Tập trung,94,53,62983,189808,65455,66894,23640,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:55 24/5/2026,Tập trung,84,47,71893,198871,61227,126450,27548,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:56 24/5/2026,Tập trung,85,42,74449,284654,58701,100090,35665,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:57 24/5/2026,Tập trung,98,46,72943,200955,58816,147651,39527,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:58 24/5/2026,Tập trung,93,50,107248,218418,76225,138555,23418,Nhìn thẳng,Nhìn thẳng,Bình thường
02:11:59 24/5/2026,Tập trung,91,42,101476,168243,78911,69516,44710,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:00 24/5/2026,Tập trung,77,51,86264,140540,62900,83344,35825,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:02 24/5/2026,Tập trung,81,56,67791,167393,26336,71334,27639,Cúi xuống,Liếc trái,Bình thường
02:12:03 24/5/2026,Tập trung,88,41,84197,255697,42660,85271,44449,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:04 24/5/2026,Tập trung,95,50,92220,216759,39233,60669,18596,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:05 24/5/2026,Tập trung,93,53,84543,215687,45882,123631,38653,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:06 24/5/2026,Tập trung,91,47,93705,261073,45589,103736,37843,Nhìn thẳng,Nhìn thẳng,Buồn bã
02:12:07 24/5/2026,Tập trung,89,55,84054,119135,71627,67918,29065,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:08 24/5/2026,Tập trung,81,41,80431,220548,27620,67756,39879,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:09 24/5/2026,Tập trung,75,44,97014,169781,78503,115121,33464,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:10 24/5/2026,Tập trung,95,51,82233,250415,25716,129968,25958,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:11 24/5/2026,Tập trung,81,42,67100,189972,53046,131658,25037,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:12 24/5/2026,Tập trung,78,49,70225,184631,52254,70808,22127,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:13 24/5/2026,Tập trung,80,58,72099,132918,66861,100444,28810,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:14 24/5/2026,Tập trung,76,56,74506,168934,21889,120875,38050,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:15 24/5/2026,Tập trung,90,55,57309,242126,78471,80386,33726,Ngẩng lên,Liếc lên,Bình thường
02:12:16 24/5/2026,Tập trung,90,42,71034,194222,35043,81473,47176,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:12:17 24/5/2026,Tập trung,79,53,78909,141953,21926,107483,20775,Ngẩng lên,Liếc xuống,Bình thường
02:12:18 24/5/2026,Tập trung,75,42,51164,199232,35090,94267,36216,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:19 24/5/2026,Tập trung,78,58,110862,211631,20941,125916,49303,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:20 24/5/2026,Tập trung,89,51,67763,192591,44952,138163,40957,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:21 24/5/2026,Tập trung,92,45,98557,197276,76764,95183,23588,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:22 24/5/2026,Tập trung,97,40,53644,146523,31888,145150,37238,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:12:23 24/5/2026,Tập trung,92,52,82896,214893,44248,115988,28672,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:24 24/5/2026,Tập trung,95,46,102374,144404,51608,73255,27794,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:25 24/5/2026,Tập trung,81,51,95070,164987,49309,142641,40140,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:12:26 24/5/2026,Tập trung,92,51,111268,262733,66212,142085,44195,Nhìn thẳng,Nhìn thẳng,Buồn bã
02:12:27 24/5/2026,Tập trung,98,59,113258,138272,37125,82496,32872,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:28 24/5/2026,Tập trung,98,47,70206,163511,66385,124755,29885,Ngẩng lên,Liếc lên,Vui vẻ
02:12:29 24/5/2026,Tập trung,92,56,78086,149007,42151,55773,21237,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:30 24/5/2026,Tập trung,76,45,66514,178340,77175,116588,29437,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:31 24/5/2026,Tập trung,95,60,80703,216210,25994,104342,31158,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:32 24/5/2026,Tập trung,76,41,115857,280236,32703,53682,35150,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:33 24/5/2026,Tập trung,85,57,111873,219095,62430,84561,21281,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:34 24/5/2026,Tập trung,87,41,55738,222430,61221,91195,32414,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:35 24/5/2026,Tập trung,84,46,80081,191840,40534,141029,36252,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:36 24/5/2026,Tập trung,78,43,92481,244432,57767,106555,38996,Ngẩng lên,Liếc phải,Bình thường
02:12:37 24/5/2026,Tập trung,95,48,74810,270154,31567,61331,30688,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:38 24/5/2026,Tập trung,97,53,71213,268775,32326,147987,33649,Quay trái,Liếc trái,Bình thường
02:12:39 24/5/2026,Tập trung,93,42,96343,226748,41179,132590,35736,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:40 24/5/2026,Tập trung,90,43,68575,250220,22327,90011,37937,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:41 24/5/2026,Tập trung,75,45,86713,161977,46865,146286,45020,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:42 24/5/2026,Tập trung,79,51,85296,218032,33699,64282,25017,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:43 24/5/2026,Tập trung,87,56,71603,250744,37698,125036,33974,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:12:44 24/5/2026,Tập trung,87,56,84023,202232,44118,91462,15680,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:46 24/5/2026,Tập trung,95,45,50841,247355,50450,61715,22355,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:47 24/5/2026,Tập trung,79,53,96088,193594,36226,74180,28606,Nhìn thẳng,Nhìn thẳng,Buồn bã
02:12:48 24/5/2026,Tập trung,86,41,81269,261982,75736,68659,28565,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:49 24/5/2026,Tập trung,77,58,89473,173284,46456,75639,39547,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:50 24/5/2026,Tập trung,84,41,88122,238077,52184,74237,38246,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:51 24/5/2026,Tập trung,88,51,93571,149607,59071,102671,28730,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:52 24/5/2026,Sao nhãng,98,57,90623,222505,40787,51633,30596,Quay phải,Liếc phải,Bình thường
02:12:53 24/5/2026,Tập trung,85,43,70199,183565,55993,50318,37283,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:54 24/5/2026,Tập trung,83,48,67561,128255,46235,64118,21570,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:12:55 24/5/2026,Tập trung,81,51,59052,194194,49670,116506,27932,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:56 24/5/2026,Tập trung,86,45,74954,258334,40797,131229,20169,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:57 24/5/2026,Tập trung,98,60,60497,146660,20285,137489,31259,Nhìn thẳng,Nhìn thẳng,Bình thường
02:12:58 24/5/2026,Tập trung,95,40,108767,192574,23709,124713,37507,Quay trái,Liếc lên,Bình thường
02:12:59 24/5/2026,Tập trung,78,51,81503,169704,25449,139815,33388,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:13:00 24/5/2026,Tập trung,80,41,49778,198588,39373,97694,24031,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:01 24/5/2026,Tập trung,75,59,94146,203471,38189,125255,39521,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:02 24/5/2026,Tập trung,81,55,77010,161089,73331,65248,36080,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:03 24/5/2026,Tập trung,81,45,78072,107074,48433,87328,34474,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:04 24/5/2026,Tập trung,97,44,68503,269114,39694,134878,28304,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:13:05 24/5/2026,Tập trung,83,60,93354,160867,61463,132744,20056,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:06 24/5/2026,Tập trung,79,57,47203,210682,77190,76903,38387,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:07 24/5/2026,Tập trung,79,47,91343,199662,68773,71144,32159,Nhìn thẳng,Nhìn thẳng,Buồn bã
02:13:08 24/5/2026,Tập trung,98,55,63400,245115,34349,63780,21096,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:09 24/5/2026,Tập trung,95,42,87604,208988,65762,81647,20357,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:10 24/5/2026,Tập trung,80,57,91628,162694,74592,100683,16879,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:11 24/5/2026,Tập trung,98,52,86128,182314,31516,86474,31680,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:12 24/5/2026,Tập trung,84,46,96893,214174,74367,126463,22718,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:13 24/5/2026,Tập trung,93,58,74287,233602,34455,87567,32356,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:14 24/5/2026,Tập trung,96,49,103746,230430,62493,121236,26927,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:15 24/5/2026,Tập trung,92,50,100491,176762,36954,117163,39471,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:16 24/5/2026,Tập trung,81,52,65565,108006,44063,124636,32263,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:17 24/5/2026,Tập trung,81,50,92277,190132,56668,134526,43496,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:18 24/5/2026,Tập trung,95,54,99303,217509,37823,57260,40092,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:19 24/5/2026,Tập trung,80,51,61608,122940,39960,115023,32286,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:13:20 24/5/2026,Tập trung,76,57,96590,163556,72957,56337,36934,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:21 24/5/2026,Tập trung,87,52,47646,201851,39358,52971,32660,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:22 24/5/2026,Tập trung,90,44,63231,256304,42888,125155,35431,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:23 24/5/2026,Tập trung,91,43,52967,224389,50384,132517,37992,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:24 24/5/2026,Tập trung,96,44,65284,194199,55896,139053,20175,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:25 24/5/2026,Tập trung,85,47,77349,150782,79385,93143,45544,Nhìn thẳng,Nhìn thẳng,Buồn bã
02:13:26 24/5/2026,Tập trung,94,53,65560,194981,69453,67115,31655,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:13:27 24/5/2026,Tập trung,84,55,93308,229346,43658,74854,31786,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:28 24/5/2026,Tập trung,88,51,79852,151683,51278,134716,40562,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:29 24/5/2026,Tập trung,78,54,92945,214308,22144,90403,25757,Nhìn thẳng,Nhìn thẳng,Bình thường
02:13:30 24/5/2026,Sao nhãng,98,50,68629,233147,68027,123803,37191,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:15 24/5/2026,Tập trung,83,55,55531,278824,25793,115661,25727,Cúi xuống,Liếc trái,Bình thường
02:16:16 24/5/2026,Tập trung,92,53,98686,204426,31376,110977,45346,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:16:17 24/5/2026,Tập trung,89,60,69490,223915,62285,68169,20939,Cúi xuống,Liếc xuống,Bình thường
02:16:18 24/5/2026,Tập trung,93,50,85454,233994,36069,85235,16611,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:19 24/5/2026,Tập trung,91,49,78838,137403,71614,78647,25605,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:20 24/5/2026,Tập trung,92,47,76309,201098,28216,102292,30015,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:16:21 24/5/2026,Tập trung,96,53,93418,200106,58001,125060,24436,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:16:22 24/5/2026,Tập trung,85,42,49488,160396,65859,135306,35551,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:23 24/5/2026,Tập trung,90,43,96209,288695,40698,53490,27277,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:24 24/5/2026,Tập trung,93,50,85193,201236,46016,86409,33669,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:25 24/5/2026,Sao nhãng,92,40,51194,105262,23800,122770,43865,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:26 24/5/2026,Tập trung,87,49,51725,146937,55041,91839,22273,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:27 24/5/2026,Tập trung,86,57,107532,172261,20837,125579,26431,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:28 24/5/2026,Tập trung,79,50,116089,191112,49664,132268,30956,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:29 24/5/2026,Tập trung,77,42,77863,263704,71633,146888,23989,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:30 24/5/2026,Tập trung,87,42,84776,248697,61461,68202,23286,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:16:31 24/5/2026,Tập trung,89,50,95672,211356,41488,137655,30224,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:32 24/5/2026,Tập trung,87,54,101111,264388,55418,85084,30530,Nhìn thẳng,Nhìn thẳng,Buồn bã
02:16:33 24/5/2026,Tập trung,98,58,86942,171872,25435,144859,30638,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:35 24/5/2026,Tập trung,88,48,80696,186210,29955,122228,35869,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:36 24/5/2026,Tập trung,93,51,78705,234545,72373,78846,27270,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:37 24/5/2026,Tập trung,76,41,68106,208772,51586,54732,29314,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:38 24/5/2026,Tập trung,86,57,88500,231036,34963,103652,23647,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:39 24/5/2026,Tập trung,95,58,101492,192197,59702,116002,38479,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:40 24/5/2026,Tập trung,95,59,89491,271655,73606,100439,28762,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:41 24/5/2026,Sao nhãng,86,60,68011,249662,41506,145022,37237,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:42 24/5/2026,Tập trung,83,57,83970,198274,75882,128188,36441,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:43 24/5/2026,Sao nhãng,77,58,74701,227015,64449,108195,38544,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:44 24/5/2026,Tập trung,91,49,113755,190258,50622,84871,34597,Cúi xuống,Liếc trái,Bình thường
02:16:45 24/5/2026,Tập trung,87,55,80949,209781,55002,111115,27406,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:16:46 24/5/2026,Tập trung,91,45,55202,170915,55930,78600,27147,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:47 24/5/2026,Tập trung,76,40,81434,116389,72015,139815,31737,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:48 24/5/2026,Tập trung,92,50,74530,228940,40065,132831,18408,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:49 24/5/2026,Tập trung,94,55,103550,153775,20423,74570,28094,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:50 24/5/2026,Tập trung,84,59,71749,249093,69708,144976,34985,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:51 24/5/2026,Sao nhãng,77,42,55875,165904,67295,81052,34093,Nhìn thẳng,Nhìn thẳng,Buồn bã
02:16:52 24/5/2026,Tập trung,75,41,81710,234939,29296,105236,35061,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:53 24/5/2026,Tập trung,77,44,53216,247540,68688,116423,25260,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:16:54 24/5/2026,Tập trung,93,55,66288,229388,38389,106175,26144,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:55 24/5/2026,Tập trung,79,43,80320,243418,27760,124711,30357,Quay phải,Liếc trái,Bình thường
02:16:56 24/5/2026,Tập trung,92,51,67877,161369,63739,69617,24887,Nhìn thẳng,Nhìn thẳng,Bình thường
02:16:57 24/5/2026,Tập trung,79,53,60226,192159,24610,115119,32218,Ngẩng lên,Liếc lên,Bình thường
02:16:58 24/5/2026,Tập trung,88,49,101123,216211,24058,61209,30826,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:16:59 24/5/2026,Tập trung,98,57,89018,190535,73102,53199,18741,Nhìn thẳng,Nhìn thẳng,Bình thường
02:17:00 24/5/2026,Tập trung,95,53,77927,213056,42292,90664,35117,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:17:01 24/5/2026,Tập trung,98,46,59190,233560,74051,89083,29275,Nhìn thẳng,Nhìn thẳng,Bình thường
02:17:02 24/5/2026,Tập trung,93,47,81985,211959,23816,122183,42948,Nhìn thẳng,Nhìn thẳng,Bình thường
02:17:03 24/5/2026,Tập trung,95,52,105755,174846,23538,113515,22521,Nhìn thẳng,Nhìn thẳng,Bình thường
02:17:04 24/5/2026,Tập trung,97,50,75456,167941,63311,62850,30687,Nhìn thẳng,Nhìn thẳng,Bình thường
02:17:05 24/5/2026,Tập trung,96,44,66332,198354,55099,76533,28363,Nhìn thẳng,Nhìn thẳng,Vui vẻ
02:17:06 24/5/2026,Tập trung,91,53,66938,288580,53152,93923,34680,Nhìn thẳng,Nhìn thẳng,Bình thường
02:17:07 24/5/2026,Tập trung,94,50,74287,148519,56749,138499,29121,Nhìn thẳng,Nhìn thẳng,Bình thường
02:17:08 24/5/2026,Tập trung,81,53,86052,188691,43019,78920,22112,Nhìn thẳng,Nhìn thẳng,Bình thường
02:17:09 24/5/2026,Tập trung,94,42,88731,244697,39158,74432,36943,Nhìn thẳng,Nhìn thẳng,Bình thường
